Unnamed: 0,title,text,latitude,longitude,city_text,date_posted,date_updated,price,deleted,sqft,bedrooms,bathrooms,pets,laundry,parking,craigslist,place,city,state,county,neighborhood
20383,$4900 / 3br - 1700ft2 - Huge 3/2-34th Ave. ,"QR Code Link to This Post
            
        
Huge 3/2 apartment-including garage and washer/dryer on premise.  Great location, one block off Geary",37.77965,-122.494381,richmond / seacliff,2018-10-07 19:45:17,2018-10-12 15:41:45,4900.0,False,1700.0,3.0,2.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,richmond / seacliff
20384,$4359 / 2br - 1667ft2 - Hurry ONLY 2x2 Available Now Through December! Call Us Today! ,"QR Code Link to This Post
            
        
Enjoy beautiful views of the San Francisco Bay from your private balcony in THE ideal location near the best of the San Francisco Bay Area.
See what people are saying about us on Yelp & Apartment Ratings
http://www.yelp.com/biz/ashton-san-francisco-luxury-apartment-homes-san-francisco
https://www.apartmentratings.com/ca/san-francisco/ashton-san-francisco-apartments_800576809994134/
This apartment features a private hallway entrance with spacious two bedroom and private bathroom.  Large walk in closets. Huge living room space with gorgeous views. The kitchen has beautiful granite counter tops and stainless steel appliances.
VIEW OUR WEBSITE:
http://www.ashtonsf.com 
Apartment Features
* Garden Tub
* Pre-wired for internet and cable
* Walk-in Closet
* Ceiling Fan
* Dual Master Sinks in Select Floor Plans
* Designer Track Lighting
* Full sized Washer and Dryer in unit
* Refrigerator, Microwave, Dishwasher & Electric Stove
* Central Heat and Air
* Stainless Steel Appliances
* Wood Floors
* Private Patio or Private Balcony (on select apartments)
Community Features
 *Club House w/Outdoor Terrace
*Fitness Center
*Coffee Bar Open 24/7
*Garage parking - $225 per month
*Garage Tandem parking - $350 per month
*Storage Lockers - $100-$300 per month, varies by size
*Bike Storage -  Based on availability
*Wine Lockers - Based on availability
*Pets - Breed Restrictions Apply",37.710365,-122.39088799999999,bayview,2018-10-10 12:07:40,2018-10-12 13:20:22,4359.0,False,1667.0,2.0,2.0,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,bayview
20385,$2395 Iconic INNOVATION Studio. $95DepIQ. Save $2300 Move In. 701TAYLOR #310 ,"QR Code Link to This Post
            
        
Taylor Made at 701 Taylor #310. English Pub in Building.
$95 Deposit IQ Per Approved Credit. Lease by 10/31.
Staged for Your Imagination. Offered Unfurnished.
Where Old World Charm Meets Modern Updates.
Avoid Ridiculous Rent Increases With Rent Control.
Culinary Bliss Between Nob Hill + Union Square.
Design Details Difficult to Duplicate in This Day & Age.
Stripped to The Studs Gourmet Kitchen Remodel.
End Carpool Karaoke. Easy Proximity to FiDi + SOMA. BARTable.
Tails of The City Per Manager Approval. Pet Rent $40 Per Month.
Award Winning Owner Management Company Per SFAA.
Please Text For Fastest Reply. Immediate Occupancy.
Joseph Ginel - Real Estate Broker
DRE LIC NO. 00997351
NO BROKER FEES",37.789008,-122.41230700000001,lower nob hill,2018-10-14 07:45:09,,2395.0,False,,0.0,1.0,both,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,lower nob hill
20386,"$8000 / 3br - ID#842: Marina Rnvtd 3BR/2.5BA 2-Lvl Unit w/Views, Deck, 2-Car Garage ","QR Code Link to This Post
            
        
ID#842: Marina Renovated 3BR/2.5BA 2-Level Unit w/Views, Deck, 2-Car Garage
Private entry leads to this beautifully renovated unit on the top 2 floors of a 2-unit building in the Marina. Large living room w/fireplace and spacious dining room both w/built-in shelving and cabinetry. Well-designed eat-in kitchen w/high-end stainless steel appliances, granite counters and custom cabinetry. 2 bedrooms share a mosaic bathroom w/shower and separate powder room. Upstairs is the master suite w/walk-in closet and ensuite bathroom w/dual shower, double sinks and lovely tiled stonework. French doors open to a great deck w/gas grill outlet and straight-on views of the Palace of Fine Arts plus a peek-a-boo view of the Golden Gate Bridge. Amenities: laundry room, music system, video/audio entrance intercom, 3-heating zones, 2-car garage. Near Chestnut Street, Marina Green, Crissy Field and The Presidio.
Highlights:
- Marina Neighborhood
- Beautifully Renovated
- Top 2 Floors of 2-Unit Building
- Private Entry
- 3 Bedrooms (Master Suite)
- 2.5 Bathrooms
- Large Living Room w/Fireplace
- Spacious Dining Room
- Gourmet Eat-In Kitchen
- High-End Appliances 
- Large Deck w/Gas Grill Outlet
- Views of Palace of Fine Arts and Golden Gate Bridge 
- In-Unit Washer/Dryer 
- Music System
- Video/Audio Entrance Intercom
- 3-Heating Zones
- 2-Car Garage
CONTACT: 
Kristin Wilson
Pacific Union International, Inc. 
Leasing Specialistshow contact info

License #00924867
SanFranciscoLeasing.com
Service or companion animals as defined by law are acceptable. We are an Equal Opportunity Housing Provider and follow all federal and state fair housing laws.  For more information on fair housing, visit hud.gov. The information contained herein has been provided by various sources which may include the owner, public records, multiple listing service, or others. Pacific Union has not verified or investigated the accuracy of this information. Prospective tenants are advised to conduct their own investigation of the property and the information contained herein, utilizing licensed professionals where appropriate, before renting this property.",37.802421,-122.44618700000001,marina / cow hollow,2018-10-11 21:59:47,,8000.0,False,,3.0,2.5,none,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,marina / cow hollow
20387,$2350 Ideal central Pac Hts |1 blk to Whole Foods| Tons of storage|Roof deck ,"QR Code Link to This Post
            
        
This large studio is in a beautiful, well kept, vintage building in a perfect central location. You are a short walk from Polk, Union and Fillmore Streets. Only one block from Lafayette Park and Whole Foods. Major bus lines are just steps away. 
Hardwood floors throughout
5th of 6th floors, gets lots of beautiful sunlight 
Dining area off of kitchen with vintage built in cabinet - lots of storage! 
Large walk in closet & additional coat closet 
Laundry on site (coin operated) 
Elevator
Furnished roof deck 
Intercom entry calls to your cell 
On site resident manager 
1 year lease - then goes month to month- rent controlled building 
$2,350 / month 
$2,550 deposit 
Cats are okay, sorry no dogs, please don't ask!
Showing by appointment, please email to set up a time and include at least 2 times you are available. Thanks for your interest! 
** Please note photos are of a similar apartment that is the same floor plan**",37.790658,-122.42445,pacific heights,2018-10-11 15:56:13,2018-10-11 15:57:46,2350.0,False,,0.0,1.0,cats,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,pacific heights
20388,"$3459 / 2br - 1093ft2 - If time is of the essence, call Parkmerced - spacious 2 Bd 2 Ba ","QR Code Link to This Post
            
        
Enjoy city living with a ton of space and rent control at Parkmerced. We're a pet-friendly community with over 150 acres of green space conveniently located near parks, beaches, shopping and public transportation. 
Bedrooms: 2 
Bathrooms: 2  
Square Feet:1093 
Pets: Cats and Dogs 
Rent Control: YesCOMMUNITY AMENITIES 

*Rent control 
*Pet-Friendly community with dog parks and areas   
*Multiple parking options 
*Fitness centers and laundry facilities 
*Clubhouse and business centers 
*Zipcars and electric vehicle charging stations 
*Community gardens and playgrounds 
*Volleyball and bocce ball courts 
*Outdoor BBQs and playgrounds  
*$100 monthly credit per lease for Getaround, Clipper and Uber 
*24-hour community patrol 
*Montessori children's center onsite 

Schedule a tour today:  show contact info
 
Equal Housing Opportunity 
*Pricing and availability are subject to change. Not applicable to current residents.",37.720149,-122.48319599999999,ingleside / SFSU / CCSF,2018-10-14 13:30:16,,3459.0,False,1093.0,2.0,2.0,both,shared,,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,ingleside / SFSU / CCSF
20389,$5233 / 3br - 1401ft2 - I'll lead you the way home - spacious 3 Bd 2.5 Ba w/ washer and dryer ,"QR Code Link to This Post
            
        
YOUR SEARCH FOR A PERFECT APARTMENT IN SAN FRANCISCO STOPS HERE! 
APARTMENT FEATURES 
Bedrooms: 3  
Bathrooms: 2.5  
Square Feet: 1401 
Pets: Cats and Dogs OK 
Rent Control: Yes 
Available Date: Now 
COMMUNITY FEATURES 
*Rent Control 
*Pet-Friendly 
*Parking 
*Fitness Centers, Laundry and Storage Space 
*Bike Storage, Business Centers, Zipcar and Electric Vehicle Charging Stations 
*Bocce Ball Courts, Clubhouse, Community Gardens, Dog Parks, Outdoor Exercise Gym, Picnic Areas, Volleyball Courts, Outdoor BBQs and Playgrounds 
*$100 monthly credit per lease for Getaround, Clipper and Uber 
*Minutes to MUNI-M Line, 28/29/57 bus stops and 280 
*Montessori Children's Center Onsite 
*Convenient San Francisco location near Stonestown Galleria, Lake Merced, Fort Funston, Ocean Beach, Golden Gate Park and Stern Grove 
SCHEDULE A TOUR TODAY 
Call:  show contact info
 
Email:  show contact info
 
Equal Housing Opportunity 
*Pricing and availability are subject to change. Not applicable to current residents.",37.719295,-122.483096,sunset / parkside,2018-10-14 13:26:14,,5233.0,False,1401.0,3.0,2.5,both,shared,,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,sunset / parkside
20391,$1795 Immaculate Ground Floor Studio in Outer Richmond ,"QR Code Link to This Post
            
        
Showing Schedule: http://www.rentalsinsf.com/listings/showing-schedule/
Video Tour: https://youtu.be/_QTdbX0g8_Y
Please view the unit in person before submitting an application. Thank you!
Located in the Outer Richmond, walk through the gates of a white picket fence, through a small front garden to a large and immaculate studio.
The main room is spacious with newly cleaned wall to wall carpet, deep closets and an Ikea closet which stays with the unit. 
Walk to the rear of the unit where you will find a nice eat in kitchen and the bathroom with shower stall (no tub) just down the hall.
* 12 month lease
* Non-Smoking Unit
* Owner pays water and garbage, PGE is paid by the tenant ($35 per occupant)
* Coin operated laundry is in the building
* Security deposit is 1.5x rent
* Easy Street Parking
* Sorry - No Pets
www.RentalsInSF.com
Jennifer Risano
Rentals In SF
Leasing Agent
BRE# 01912615
Broker - Rentals In SF 1318 Hayes Street San Francisco CA 94117
Rental listings subject to change at any time. (Agent) believes all information contained herein to be correct but assumes no legal responsibility for the accuracy, any errors, or any omissions in this ad or any syndicated ads on third party websites. PLEASE NOTE: Visit www.rentalsinsf.com directly for the most current and complete rental listing info.",37.776129,-122.50894,richmond / seacliff,2018-09-28 12:37:59,2018-10-11 15:51:00,1795.0,False,,0.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,richmond / seacliff
20392,$1595 Immaculate Studio in TenderNob - Walk to Downtown! ,"QR Code Link to This Post
            
        
Showing Schedule: https://www.rentalsinsf.com/listings/showing-schedule/
This unit is shown by open house. Please view the unit in person before applying. 
550 Leavenworth St #6 is in the TenderNob
Unit is located in a well maintained 26 unit building with an elevator and shared coin op laundry onsite. Short walk to the heart of Downtown & Union Square - endless restaurants, cafes and retail shops, Powell Bart and MUNI lines.
UNIT
- Studio
- Wall to wall carpet
- Separate kitchen w/ refrigerator  and NEW gas range 
- Walk in closet
TERMS
- Available now
- 12 month lease
- Security Deposit: 1.5x rent
- Tenant pays for all:  PG&E; Flat fee of $20 month per occupant for water & garbage
- Street parking only
- Shared coin op Laundry in bldg
- Sorry, no pets
www.RentalsInSF.com
Jennifer Risano
Rentals In SF
Leasing Agent
BRE# 01912615
Broker - Rentals In SF 1318 Hayes Street San Francisco CA 94117
Rental listings subject to change at any time. (Agent) believes all information contained herein to be correct but assumes no legal responsibility for the accuracy, any errors, or any omissions in this ad or any syndicated ads on third party websites. PLEASE NOTE: Visit www.rentalsinsf.com directly for the most current and complete rental listing info.",37.786061,-122.41471399999999,lower nob hill,2018-09-28 12:36:24,2018-10-11 15:51:15,1595.0,False,,0.0,1.0,none,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,lower nob hill
20393,"$3799 / 1br - 788ft2 - In-Home Washers And Dryers, Expansive Double Pane Windows ","QR Code Link to This Post
            
        
Vara 1600 15th St, San Francisco, CA, 94103Need more information? Copy this link:http://cl.greystar.com/830753 Call Now:  show contact info
 x 40OR Text 40 to  show contact info
 to text our leasing staff.Welcome Home! This is a 1 Bedroom + 1 Den, 1 Bath, approximately 788 Sq. Ft.  Welcome to Vara, a stylish residential community featuring new studio, 1-, 2- and 3-bedroom apartments in San Francisco's Mission District. Spacious layouts and premium amenities welcome you home, along with exceptional service and an ideal location within walking distance to shopping, dining and entertainment options. Are you looking for an apt for rent in San Francisco? Enjoy the perks of interior features such as gourmet kitchens with hardwoodstyle cabinets, stainless steel appliances, and beautiful quartz countertops. Just steps from your door you can take advantage of community features like a tech room for getting work done, a courtyard for socializing and lounging, and a state-of-the-art fitness center for working out. Vara is a chic retreat located in one of San Francisco's most desirable neighborhoods. Welcome home. Features - Quartz Countertops  - Expansive Double Pane Windows  - Walk-In Closets*  - Stainless Steel Appliances Including Dishwasher, Refrigerator, Glass Top Oven And Built-In Microwave  - Many Floor Plans With Flex Space (Extra Bedroom, Office, Den Or Expanded Living Space)  - Hardwood-Style Plank Flooring  - Gourmet Kitchen With Hardwood-Style Cabinets In 4 Finish Options And Stainless Steel Basin Sink With Pullout Spray Faucet  - Abundant Phone, TV And High-Speed Data Ports  - Vibrant San Francisco City Views*  - High Ceilings  - Private Patios Or Balconies*  - In-Home Washers And Dryers  - Variety Of Unique Floorplans, Some Featuring Lofts And / Or Dens *Varies By Floorplan And Location Community Amenities - Controlled Building Access  - Easy Access To Bay Bridge And 101 & 280 Freeways  - Close To BART And Muni  - Walking Distance To Vibrant Mission District Shopping, Dining And Entertainment Options  - Smoke-Free Community  - Courtyard With Social Seating Areas, Barbecue, Lounge & Sunning Hill  - Garage Parking With Car Lockers  - Free Wi-Fi In Common Area Locations  - Storage Units Available  - Abundant Bicycle Parking And Bike Repair Shop Including Fully Equipped Workbench  - Tech Room / Meeting Room With A Sound-Proof Music Practice Room And A Private Tele-Conference Room  - Clubhouse With Catering Kitchen And Professional-Quality Bar With High End Sound System  - Fitness Center With Health Club-Quality Equipment Including Built In Xbox 360 And Kinect System Office Hours Monday-Friday:9:00AM-6:00PMSaturday:10:00AM-5:00PMSunday:9:00AM-6:00PM Pet Policy Pet Friendly (Restrictions Apply) Equal Housing Opportunity NtNy70QqV",37.7725,-122.4147,mission district,2018-10-15 10:49:23,,3799.0,False,788.0,1.0,1.0,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,mission district
20394,$1400 / 1br - In-Law Rental Unit ,"QR Code Link to This Post
            
        
Inlaw unit $1400 one block from city college . One block from muni. Two blocks from Safeway . Washer and dryer , WiFi included. Please no pets and no smoking. If interested text or email a brief bio. ph#  show contact info

Text and email only if interested.",37.729246,-122.449708,ingleside / SFSU / CCSF,2018-10-05 11:14:56,2018-10-12 09:44:43,1400.0,False,,1.0,1.0,none,,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,ingleside / SFSU / CCSF
20395,$1800 In-law studio apartment with privet entrance ,"QR Code Link to This Post
            
        
Bright and cozy in-law studio apartment (perfect for one person only) with privet entrance , located in quiet neighborhood near Ocean Beach and Golden Gate Park, available for rent immediately. Direct access to backyard. Walking distance to public transportation, shops, and restaurants.  Minutes to Hwy 280, 101 and 1. 
It has a full bathroom with a bath tub and shower,walk -in closet, kitchen with a refrigerator and microwave but no stove (portable stoves and convection ovens are allowed).
The apartment is on a very quite Richmond District Street, and has plenty of street parking. 
With the unit price, we are including all utilities: water, PG&E, garbage, WiFi Internet, Dish Network Satellite TV. 
Pets are negotiable.
Available: now
Lease Term : One year (minimum 12 months lease)                                                                          
Monthly rent  : $1,800
Security deposit : $1,000                                                                                                 
Last month rent $1,800 
Total Move-in Cost : 4,600.00
Parking   : Street parking only                 
Laundry  : not included  (Coin-operated laundry is two blocks away)
Its literally steps away from the Golden Gate Park entrance to Spreckels Lake, and the biggest dog park in Golden Gate Park.The Fulton #5 bus line (Ocean beach to Downtown) stops a block away. The Sunset 29 bus line on 25th Ave. (to Marina or Stonestown / SFSU). For drivers it's the perfect location near Sunset Blvd, 19th Avenue, The Great Highway and Golden Gate Bridge.
Two blocks away you have one of best SF local dining. CVS Market, and Fresh and Easy 4 blocks away. Safeway is very close on Laplaya St.
Show daily. To schedule viewing, street address and other information, please email Antonina. Briefly describe your party to see a match (a little bit about yourself, move in date, number of people planning to live in the apartment,student or employee, etc.)  
Please be prepared to submit credit report and last two-month paystub when submitting application.
Thank you for your interest!",37.7786,-122.4892,richmond / seacliff,2018-10-06 08:55:14,2018-10-13 09:01:10,1800.0,False,,0.0,1.0,both,none,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,richmond / seacliff
20396,$1995 In the Heart of Downtown - $95 Move-In Special ,"QR Code Link to This Post
            
        
In the Heart of Downtown - $95 Move-In Special 
$1,995 | 324 Larkin Street, San Francisco, CA 94109
$95 Move-In Special
With approved credit. First month's rent and $95 non-refundable bond fee required in lieu of security deposit. Offer ends October 31st, 2018. Lease must be signed by October 31, 2018. Resident is responsible for any damages to unit at move out.
Please call or email us with the following information: 
-NAME
-PHONE NUMBER
-EMAIL
NEIGHBORHOOD SPOTS
Mr. Holmes Bakehouse
Jane on Larkin
Scullery Cafe
Mensho Tokyo Ramen
Resolute Wine Bar
Elephant Sushi
Onsen Japanese Bathhouse
Bourbon & Branch
Huxley
Great American Music Hall
TRANSPORTATION
Civic Center Bart/Muni Station
38 & 27 Bus Lines
Tech Shuttle Stop - Civic Center
PETS
Dogs Welcome
Cats Welcome
Pets (under 40lbs & no aggressive breeds) allowed at Resident Managers discretion
Pet rent is $40/mnth per pet
COMMUNITY
Elevator
Historic Building
Laundry Facilities
Public Transportation
Recycling
APARTMENT AMENITIES
Cable Ready
Dishwasher
Efficient Appliances
Gas Range
Hardwood Floors
High Ceilings
Refrigerator
Window Coverings
LEASE TERMS
12 Month Lease
For your application to be processed, you must see the unit in person with one of our agents
All applications are transferable and only one application for all the RentSFNow apartments is required
RESOURCES
For other available apartments, visit http://craigslist.rentsfnow.com
We are an Equal Opportunity Housing Provider and follow all fair housing laws (U.S. Housing and Urban Development, www.hud.gov)show contact info
 | RentSFNow (Office: 724 Pine Street, San Francisco, CA 94108)",37.780709,-122.416996,downtown / civic / van ness,2018-10-11 08:58:47,,1995.0,False,,0.0,1.0,both,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,downtown / civic / van ness
20397,"$2599 / 1br - IN THE HEART OF THE CITY, WALKING DISTANCE TO EVERYTHING! ","QR Code Link to This Post
            
        
AVAILABLE NOW!
Call today at  show contact info
!
AMENITIES INCLUDE:
Walking distance to heart of the Castro, bus lines, grocery stores, restaurants, retail shops, gas stations, and more
Mid-Century Appeal
On-site Laundry Room
On-site Manager
On-site Elevator
Parking Space Available for an extra monthly rent
IMPORTANT INFORMATION:
$2,599.00 monthly rent
Rent includes water, trash and sewage
Unit comes Unfurnished
GOOD CREDIT IS REQUIRED
NO CO-SIGNERS OR ANIMALS
1 YEAR LEASE REQUIRED
Thank you for your interest!
Call today at  show contact info
!",37.762539000000004,-122.43698400000001,castro / upper market,2018-10-11 18:48:29,2018-10-15 06:46:52,2599.0,False,,1.0,1.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,castro / upper market
20398,$3300 / 1br - In Unit Laundry & Downtown City Views ,"QR Code Link to This Post
            
        
Live the Downtown Life at The Lofts at One Powell, offering luxurious apartments located in the elegant and historic Bank of Italy building in the heart of San Francisco.
Conveniently located on Market Street, across the San Francisco Centre & Westfield Shopping Mall. Near Union Square, FiDi, SFMOMA, fabulous restaurants, theatres, and close to all major transportation including BART & MUNI, and Cable Car.
APARTMENT DETAILS:
Neighborhood: Downtown - Market St.
Address: 10 Cyril Magnin St. San Francisco, CA 94102
Bedrooms: One Bedroom - Loft
Bathrooms: Spacious bathroom - new fixtures!
Kitchen: Full fridge, electric stove, microwave, and dishwasher
Parking: None
Laundry: In-unit W/D
Available: Now
FEATURES:
-7th Floor Terrace
-Secured access lobby
-15' Ceilings
-Berber carpet and tile flooring
-Designer fixtures
-Granit Counters
-Oversized arch windows
-Raised loft-style sleeping area
-Stainless Steel Appliances
REQUIREMENTS:
Credit: Good Standing
Income: 3x the Rent
Guarantors Accepted
Security Deposit Required
Application Fee: $40 per applicant
Lease Terms: Annual
Please ask about pet policy
CONTACT INFO:
Joshua  - Leasing Agent show contact info
 - email for appointment
Chandler Properties - Rental Department
2799 California Street
San Francisco, CA 94115
www.ChandlerProperties.com",37.784071000000004,-122.40814099999999,downtown / civic / van ness,2018-10-15 00:25:37,,3300.0,False,,1.0,1.0,dogs,in-unit,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,downtown / civic / van ness
20399,"$5680 / 2br - 1388ft2 - Incredible Amenities, Pets Welcome, Fitness Center #20 ","QR Code Link to This Post
            
        
VIEW OUR WEBSITE:
https://www.hollandresidential.com/alchemy-cl/
Alchemy, managed by Holland Residential
200 Buchanan Street
San Francisco, CA 94102show contact info

Alchemy stands apart from the rest with new and luxurious apartment homes, featuring incredible views of the city from our landscaped Rooftop Terrace with views of San Francisco and Twin Peaks. Call or visit us today!
This town home is a two bedroom two and a half bathroom apartment features a fully equipped kitchen with stainless steel appliances, washer/dryer, soaker tubs. This apartment requires a $1200 deposit.
[#5417381]",37.771803999999996,-122.426621,hayes valley,2018-10-15 09:20:44,,5680.0,False,1388.0,2.0,2.5,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,hayes valley
20400,$3499 / 2br - 800ft2 - Incredible Budget Price 2-Bedroom Apartment Available on California St ,"QR Code Link to This Post
            
        
Affordable $3499 for a sunny and spacious 2-bedroom apartment with approx. 800 square feet in a multi-unit complex
** Unique and charming apartment with fully carpeted
** South-facing huge windows with abundant natural light
** A formal living room and eat-in kitchen with storage capacity for kitchenware and provisions
** Only few minutes to downtown financial district
** Nice and safe neighborhood and one block away from Polk Street and nearby Trader Joe's
** Amazing restaurants and bars just minutes away
** Terrific central location within close proximity to financial district, South Market, Pacific Heights, Russian Hill, Chinatown and North Beach
** Close to public transportation - #1, #27, #19, #47, #49 , Cable Car and Tech Shuttle Bus 
** Easy nearby parking and quick access to Hwy 280, 101, 80 etc. 
** Utilities include water and garbage 
** Laundromat is next to the building front gate 
** 12-month lease required 
** Good credit required and one month rent + one month security deposit 
** Available for immediate occupancy
** Do not miss out this great chance
Please call  show contact info
 or email us for more information or an appointment",37.790997999999995,-122.417994,nob hill,2018-10-11 11:37:43,,3499.0,False,800.0,2.0,1.0,none,none,,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,nob hill
20401,$1995 Incredible Studio for lease! Available now! Great offer! Pets OK! ,"QR Code Link to This Post
            
        

225 Taylor Street #102 San Francisco, CA 94102
Rent: $1,995 | Deposit: $800
Studio  |  Bathrooms: 1
Available: Now!
Type: Apartment
Phone:  show contact info

Email:  show contact info

Building amenities: updated interior lobby with new flooring and paint, with a secured entrance and surveillance, utilities included with fully remolded units with new finishes, with 24 hour emergency service and onsite managing. We provided Wi-Fi. Email:  show contact info

NEIGHBORHOOD
- Downtown/FiDi only a couple of blocks away
- Next to Powell Bart Station
- AMC Metreon 16 & Century SF Centre 9 XD
- Union Square
- The Warfield
- Blue Bottle Coffee
- The Halal Guys
LEASE TERMS
- 3-month lease then (MxM)
- $800 deposit
- Renter's insurance required
- Pet friendly (deposit/monthly fee required)
Features:
 • Walking Distance Financial District
 • Laminated Floors
 • Stainless Gas Range
 • Stainless Refrigerator
For more information, pictures and directions check out our website: http://ismrem.com/Apartment-Details.aspx?id=2802
IS1015",37.78437,-122.41099799999999,tenderloin,2018-10-15 14:03:18,,1995.0,False,,0.0,1.0,both,none,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,tenderloin
20402,$2500 / 1br - 800ft2 - Ingleside Terrace Apartment ,"QR Code Link to This Post
            
        
This very special property will be available November 1, 2019.   It is a living room, kitchen, bedroom and bathroom.  It is very lovely.  The rent is $2500.00  including utilities.   Stove, refrigerator, dishwasher, disposal.  Washer and dryer.   Street parking, but it is easy to park in the area.  The tenant must get a post office box for mail.  The owner wants only one person in the unit. And she is looking for a very quiet tenant.  No parties.  No pets. Please contact Abigail Glynn at Davis Realty Company for an appointment.   show contact info
.   California DRE #00512752",37.722722999999995,-122.469315,ingleside / SFSU / CCSF,2018-09-26 09:41:07,2018-10-13 11:01:37,2500.0,False,800.0,1.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,ingleside / SFSU / CCSF
20403,$2100 Inner Mission Remodeled Studio 3 minutes walk to 24th St. Bart ,"QR Code Link to This Post
            
        
 Contact info: kelvin lei |  show contact info
 | 
Inner Mission Remodeled 2bedrooms 3 minutes walk to 24th St. Bart
980 Capp St, San Francisco, CA 94110
$2,150/mo
 KEY FEATURES Year Built:  1900Sq Footage:   sqft.Bedrooms:  StudioBathrooms:  1 BathLease Duration:  1 YearPets Policy:  No Pets AllowedLot Size:  7474 Square FeetProperty Type:  ApartmentDESCRIPTION
 This Studio 1 bath apartment is located in the heart of Mission District. Remodeled kitchen & bath with brand new appliances. Carpeted flooring.  eat-in kitchen  No Pet No Smoker Please 12 months lease For more information, call Kelvin Lei/rental agent. DRE #01270426 or emailRENTAL FEATURESRange / Oven
Refrigerator
Heat: forced air
Contact info:  kelvin lei show contact info",37.750999,-122.41723,mission district,2018-10-08 21:37:23,2018-10-15 11:42:00,2100.0,False,,0.0,1.0,none,none,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,mission district
20404,$2100 Inner Mission Remodeled Studio 3 minutes walk to 24th St. Bart ,"QR Code Link to This Post
            
        
 Contact info: kelvin lei |  show contact info
 | 
Inner Mission Remodeled 2bedrooms 3 minutes walk to 24th St. Bart
980 Capp St, San Francisco, CA 94110
$2,100/mo
 KEY FEATURES Year Built:  1900Sq Footage:   sqft.Bedrooms:  StudioBathrooms:  1 BathLease Duration:  1 YearPets Policy:  No Pets AllowedLot Size:  7474 Square FeetProperty Type:  ApartmentDESCRIPTION
 This Studio 1 bath apartment is located in the heart of Mission District. Remodeled kitchen & bath with brand new appliances. Carpeted flooring.  eat-in kitchen  No Pet No Smoker Please 12 months lease For more information, call Kelvin Lei/rental agent. DRE #01270426 or emailRENTAL FEATURESRange / Oven
Refrigerator
Heat: forced air
Contact info:  kelvin lei show contact info",37.750999,-122.41723,mission district,2018-10-15 11:42:23,,2100.0,False,,0.0,1.0,none,none,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,mission district
20405,$2085 / 1br - 580ft2 - Inner mission studio/1 bedroom / Apt Near 16th / Valenica ,"QR Code Link to This Post
            
        
1750 MISSION St. #10  ** SHOWING By Appt  Contact Sason  show contact info


 1 bed, Great location  unit has 3 rooms

Contact:   see below for showing times or  call/email anytimeSHOWING TIMES  by appt
This a studio with hardwood floors for rent in the Mission. It is very conveniently located -- only 2 blocks away from Van Ness and Market, as well as 16th Valencia,  Close to transit and many restaurants. Large walk closets in the unit. There is access to laundry in the building.  Near many restaurants and Transportation (did you know this area gets the best weather in the city)
ABOUT THE UNIT: 

Bedrooms / bathrooms: Studio / separate living froom / 1 Bedroom set up available

Unit Type: Apartment 

Furnished?: No 

Flooring: Hardwood floors 

Outside Area: None 

Window Coverings: Blinds 

Fireplace: No 

Closet:  multiple closets / storage

Unit extras:  lots of Closets, steps to laundry, easy in and out access (Previous Managers unit)
ABOUT THE BUILDING: 

Laundry: In building 

Elevator: No 

Disabled Access: No 

Parking: Street parking only 

Pet Policy: No dogs allowed. Other pets considered. Additional pet fee required.
 
Negotiable Units in Bldg.: 27
ABOUT THE TERMS: 

Rent: $2,085/mo.  Available for move in After oct 12

Deposit: $1,000 and last months rent or -$3,000

Lease Term: 12 months 

Utils. Included: Water &  garbage",37.769019,-122.42016100000001,mission district,2018-09-25 02:40:47,2018-10-15 08:20:49,2085.0,False,580.0,1.0,1.0,cats,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,mission district
